"stars","score","score_location","score_cleaning","score_service","score_value_money","ranking","price_range","opinions","opinions_excellent","opinions_good","opinions_normal","opinions_bad","opinions_awful","num_qa","nearby_restaurants","nearby_attractions","zone","latitude","longitude","has_swimming_pool","has_bar","has_restaurant","has_breakfast","has_gym","has_reception_24h","has_ac","has_strongbox","admits_pets","rooms","suites","sea_views_rooms","non_smoking_rooms","landmarks_views_rooms","city_views_rooms","family_rooms","style","tripadvisor_clasification","language_spanish","language_catalan","language_french","language_english","language_italian","language_bulgarian","language_russian","language_portuguese","prat_distance","price_range_disc","district"
4,NA,NA,NA,NA,NA,NA,281.5,0,0,0,0,0,0,0,831,366,"Ciutat Vella",41.382462,2.1776,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Caro","Ciutat Vella"
2,NA,NA,NA,NA,NA,NA,171,0,0,0,0,0,0,1,446,101,"Vila de Gràcia",41.399059,2.15849,"False","False","False","False","False","False","True","True","False",NA,"False","False","False","False","False","False","",100,"True","True","True","True","False","False","False","False",13,"Caro","Gràcia"
4,NA,NA,NA,NA,NA,NA,219.5,0,0,0,0,0,0,0,370,82,"Vila de Gràcia",41.400051,2.16311,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Gràcia"
4,NA,NA,NA,NA,NA,NA,219.5,0,0,0,0,0,0,0,474,95,"Vila de Gràcia",41.397221,2.15688,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Gràcia"
NA,NA,NA,NA,NA,NA,NA,297,0,0,0,0,0,0,0,544,85,"El Ensanche (Eixample)",41.385948,2.16238,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Caro","Eixample"
3,NA,NA,NA,NA,NA,NA,164,0,0,0,0,0,0,0,65,14,"El Parc i la Llacuna del Poblenou",41.397579,2.1933,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",97,"False","False","False","False","False","False","False","False",14,"Caro","Sant Martí"
3,NA,NA,NA,NA,NA,NA,132.5,0,0,0,0,0,0,0,389,68,"El Ensanche (Eixample)",41.381618,2.16145,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Medio","Eixample"
4,NA,NA,NA,NA,NA,NA,199.5,0,0,0,0,0,0,0,124,20,"El Putxet i el Farró",41.404942,2.14004,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Sarrià"
3,NA,NA,NA,NA,NA,NA,233.5,0,0,0,0,0,0,0,331,68,"El Ensanche (Eixample)",41.400269,2.16446,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Eixample"
3,NA,NA,NA,NA,NA,NA,234,0,0,0,0,0,0,0,62,9,"La Salut",41.412766,2.159881,"False","True","True","False","False","False","False","False","False",2,"False","False","False","False","False","False","",94,"True","False","False","False","False","False","False","False",14,"Caro","Gràcia"
2,NA,NA,NA,NA,NA,NA,421,0,0,0,0,0,0,0,473,157,"Ciutat Vella",41.37767,2.17419,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Lujo","Ciutat Vella"
3,NA,NA,NA,NA,NA,NA,146.5,0,0,0,0,0,0,0,115,14,"Sants-Montjuïc",41.3769,2.12727,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",10,"Medio","Sants-Montjuïc"
4,NA,NA,NA,NA,NA,NA,129.5,0,0,0,0,0,0,0,307,58,"Sants-Montjuïc",41.37299,2.16571,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Medio","Sants-Montjuïc"
4,NA,NA,NA,NA,NA,NA,128.5,0,0,0,0,0,0,0,109,11,"Sants-Montjuïc",41.3759,2.1234,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",9,"Medio","Sants-Montjuïc"
4,NA,NA,NA,NA,NA,NA,136,0,0,0,0,0,0,0,110,10,"Sants-Montjuïc",41.375278,2.12338,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",9,"Medio","Sants-Montjuïc"
3,NA,NA,NA,NA,NA,NA,157,0,0,0,0,0,0,0,61,31,"El Coll",41.418831,2.15027,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",84,"False","False","False","False","False","False","False","False",15,"Caro","Gràcia"
4,NA,NA,NA,NA,NA,NA,230.5,0,0,0,0,0,0,0,447,153,"Ciutat Vella",41.383579,2.18467,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Ciutat Vella"
3.5,NA,NA,NA,NA,NA,NA,256.5,0,0,0,0,0,0,0,386,50,"El Ensanche (Eixample)",41.378971,2.15931,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Caro","Eixample"
2.5,NA,NA,NA,NA,NA,NA,98,0,0,0,0,0,0,0,96,22,"Vila de Gràcia",41.40781,2.15108,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Medio","Gràcia"
5,NA,NA,NA,NA,NA,NA,353,0,0,0,0,0,0,0,118,26,"La Vila Olímpica del Poblenou",41.389332,2.19726,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Lujo","Sant Martí"
4,NA,NA,NA,NA,NA,NA,103,0,0,0,0,0,0,0,173,24,"El Ensanche (Eixample)",41.38184,2.14783,"False","False","False","False","False","False","False","False","False",3,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Medio","Eixample"
4,NA,NA,NA,NA,NA,NA,188,0,0,0,0,0,0,0,71,11,"Sants-Montjuïc",41.373692,2.12593,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",9,"Caro","Sants-Montjuïc"
5,NA,NA,NA,NA,NA,NA,954,0,0,0,0,0,0,0,659,248,"Ciutat Vella",41.382561,2.17091,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Lujo","Ciutat Vella"
3,NA,NA,NA,NA,NA,NA,164,0,0,0,0,0,0,0,283,39,"El Ensanche (Eixample)",41.403511,2.17773,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Caro","Eixample"
5,NA,NA,NA,NA,NA,NA,176.5,0,0,0,0,0,0,0,730,328,"Ciutat Vella",41.38483,2.17884,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Ciutat Vella"
4,NA,NA,NA,NA,NA,NA,193,0,0,0,0,0,0,0,144,26,"La Marina de Port",41.364262,2.13711,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",87,"False","False","False","False","False","False","False","False",9,"Caro","Sants-Montjuïc"
NA,NA,NA,NA,NA,NA,NA,625.5,0,0,0,0,0,0,0,94,9,"Sant Martí",41.412762,2.18585,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",15,"Lujo","Sant Martí"
3,NA,NA,NA,NA,NA,NA,193.5,0,0,0,0,0,0,0,430,72,"El Ensanche (Eixample)",41.383129,2.16225,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Caro","Eixample"
5,NA,NA,NA,NA,NA,NA,236.5,0,0,0,0,0,0,0,445,112,"El Ensanche (Eixample)",41.39267,2.16479,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Eixample"
NA,NA,NA,NA,NA,NA,NA,150.5,0,0,0,0,0,0,0,263,28,"Sants-Montjuïc",41.374821,2.15677,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Caro","Sants-Montjuïc"
4,NA,NA,NA,NA,NA,NA,163,0,0,0,0,0,0,0,738,313,"Ciutat Vella",41.384071,2.17401,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Caro","Ciutat Vella"
4,NA,NA,NA,NA,NA,NA,174.5,0,0,0,0,0,0,0,338,61,"Sants-Montjuïc",41.374359,2.16792,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Caro","Sants-Montjuïc"
3,NA,NA,NA,NA,NA,NA,116,0,0,0,0,0,0,0,316,40,"El Ensanche (Eixample)",41.400829,2.17576,"False","False","False","False","False","False","True","False","False",14,"True","False","False","False","True","True","",100,"True","True","True","True","True","False","False","True",14,"Medio","Eixample"
NA,NA,NA,NA,NA,NA,NA,129.5,0,0,0,0,0,0,0,143,26,"El Ensanche (Eixample)",41.403179,2.18165,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Medio","Eixample"
5,NA,NA,NA,NA,NA,NA,171.5,0,0,0,0,0,0,0,626,266,"Ciutat Vella",41.386131,2.17941,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Ciutat Vella"
5,NA,NA,NA,NA,NA,NA,119,0,0,0,0,0,0,0,94,12,"La Vila Olímpica del Poblenou",41.392479,2.19429,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Medio","Sant Martí"
3,NA,NA,NA,NA,NA,NA,139,0,0,0,0,0,0,0,107,18,"El Camp d'en Grassot i Gràcia Nova",41.410042,2.16001,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Medio","Gràcia"
4,NA,NA,NA,NA,NA,NA,114,0,0,0,0,0,0,0,123,36,"El Parc i la Llacuna del Poblenou",41.39175,2.18515,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Medio","Sant Martí"
3,NA,NA,NA,NA,NA,NA,102.5,0,0,0,0,0,0,0,449,66,"Vila de Gràcia",41.40007,2.1537,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Medio","Gràcia"
3,NA,NA,NA,NA,NA,NA,91.5,0,0,0,0,0,0,0,136,18,"Sant Martí",41.40889,2.18359,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",15,"Medio","Sant Martí"
NA,NA,NA,NA,NA,NA,NA,167.5,0,0,0,0,0,0,0,296,37,"El Ensanche (Eixample)",41.378319,2.15393,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Caro","Eixample"
4,NA,NA,NA,NA,NA,NA,149.5,0,0,0,0,0,0,0,152,28,"El Ensanche (Eixample)",41.411652,2.17579,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",15,"Medio","Eixample"
5,NA,NA,NA,NA,NA,NA,224,0,0,0,0,0,0,0,341,54,"El Ensanche (Eixample)",41.397308,2.16962,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Eixample"
NA,NA,NA,NA,NA,NA,NA,222.5,0,0,0,0,0,0,0,422,105,"El Ensanche (Eixample)",41.391708,2.16597,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Eixample"
3,NA,NA,NA,NA,NA,NA,121,0,0,0,0,0,0,0,231,26,"Sants-Montjuïc",41.37429,2.15601,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",10,"Medio","Sants-Montjuïc"
4,NA,NA,NA,NA,NA,NA,76.5,0,0,0,0,0,0,0,395,95,"El Ensanche (Eixample)",41.390759,2.17407,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Medio","Eixample"
